,TV,Radio,Newspaper,Sales
17868,139.3,14.5,10.2,13.4
17869,237.4,27.5,11,18.9
17870,216.8,43.9,27.2,22.3
17871,199.1,30.6,38.7,18.3
17872,109.8,14.3,31.7,12.4
17873,26.8,33,19.3,8.8
17874,129.4,5.7,31.3,11
17875,213.4,24.6,13.1,17
17876,16.9,43.7,89.4,8.7
17877,27.5,1.6,20.7,6.9
17878,120.5,28.5,14.2,14.2
17879,5.4,29.9,9.4,5.3
17880,116,7.7,23.1,11
17881,76.4,26.7,22.3,11.8
17882,239.8,4.1,36.9,12.3
17883,75.3,20.3,32.5,11.3
17884,68.4,44.5,35.6,13.6
17885,213.5,43,33.8,21.7
17886,193.2,18.4,65.7,15.2
17887,76.3,27.5,16,12
17888,110.7,40.6,63.2,16
17889,88.3,25.5,73.4,12.9
17890,109.8,47.8,51.4,16.7
17891,134.3,4.9,9.3,11.2
17892,28.6,1.5,33,7.3
17893,217.7,33.5,59,19.4
17894,250.9,36.5,72.3,22.2
17895,107.4,14,10.9,11.5
17896,163.3,31.6,52.9,16.9
17897,197.6,3.5,5.9,11.7
17898,184.9,21,22,15.5
17899,289.7,42.3,51.2,25.4
17900,135.2,41.7,45.9,17.2
17901,222.4,4.3,49.8,11.7
17902,296.4,36.3,100.9,23.8
17903,280.2,10.1,21.4,14.8
17904,187.9,17.2,17.9,14.7
17905,238.2,34.3,5.3,20.7
17906,137.9,46.4,59,19.2
17907,25,11,29.7,7.2
17908,90.4,0.3,23.2,8.7
17909,13.1,0.4,25.6,5.3
17910,255.4,26.9,5.5,19.8
17911,225.8,8.2,56.5,13.4
17912,241.7,38,23.2,21.8
17913,175.7,15.4,2.4,14.1
17914,209.6,20.6,10.7,15.9
17915,78.2,46.8,34.5,14.6
17916,75.1,35,52.7,12.6
17917,139.2,14.3,25.6,12.2
17918,76.4,0.8,14.8,9.4
17919,125.7,36.9,79.2,15.9
17920,19.4,16,22.3,6.6
17921,141.3,26.8,46.2,15.5
17922,18.8,21.7,50.4,7
17923,224,2.4,15.6,11.6
17924,123.1,34.6,12.4,15.2
17925,229.5,32.3,74.2,19.7
17926,87.2,11.8,25.9,10.6
17927,7.8,38.9,50.6,6.6
17928,80.2,0,9.2,8.8
17929,220.3,49,3.2,24.7
17930,59.6,12,43.1,9.7
17931,0.7,39.6,8.7,1.6
17932,265.2,2.9,43,12.7
17933,8.4,27.2,2.1,5.7
17934,219.8,33.5,45.1,19.6
17935,36.9,38.6,65.6,10.8
17936,48.3,47,8.5,11.6
17937,25.6,39,9.3,9.5
17938,273.7,28.9,59.7,20.8
17939,43,25.9,20.5,9.6
17940,184.9,43.9,1.7,20.7
17941,73.4,17,12.9,10.9
17942,193.7,35.4,75.6,19.2
17943,220.5,33.2,37.9,20.1
17944,104.6,5.7,34.4,10.4
17945,96.2,14.8,38.9,11.4
17946,140.3,1.9,9,10.3
17947,240.1,7.3,8.7,13.2
17948,243.2,49,44.3,25.4
17949,38,40.3,11.9,10.9
17950,44.7,25.8,20.6,10.1
17951,280.7,13.9,37,16.1
17952,121,8.4,48.7,11.6
17953,197.6,23.3,14.2,16.6
17954,171.3,39.7,37.7,19
17955,187.8,21.1,9.5,15.6
17956,4.1,11.6,5.7,3.2
17957,93.9,43.5,50.5,15.3
17958,149.8,1.3,24.3,10.1
17959,11.7,36.9,45.2,7.3
17960,131.7,18.4,34.6,12.9
17961,172.5,18.1,30.7,14.4
17962,85.7,35.8,49.3,13.3
17963,188.4,18.1,25.6,14.9
17964,163.5,36.8,7.4,18
17965,117.2,14.7,5.4,11.9
17966,234.5,3.4,84.8,11.9
17967,17.9,37.6,21.6,8
17968,206.8,5.2,19.4,12.2
17969,215.4,23.6,57.6,17.1
17970,284.3,10.6,6.4,15
17971,50,11.6,18.4,8.4
17972,164.5,20.9,47.4,14.5
17973,19.6,20.1,17,7.6
17974,168.4,7.1,12.8,11.7
17975,222.4,3.4,13.1,11.5
17976,276.9,48.9,41.8,27
17977,248.4,30.2,20.3,20.2
17978,170.2,7.8,35.2,11.7
17979,276.7,2.3,23.7,11.8
17980,165.6,10,17.6,12.6
17981,156.6,2.6,8.3,10.5
17982,218.5,5.4,27.4,12.2
17983,56.2,5.7,29.7,8.7
17984,287.6,43,71.8,26.2
17985,253.8,21.3,30,17.6
17986,205,45.1,19.6,22.6
17987,139.5,2.1,26.6,10.3
17988,191.1,28.7,18.2,17.3
17989,286,13.9,3.7,15.9
17990,18.7,12.1,23.4,6.7
17991,39.5,41.1,5.8,10.8
17992,75.5,10.8,6,9.9
17993,17.2,4.1,31.6,5.9
17994,166.8,42,3.6,19.6
17995,149.7,35.6,6,17.3
17996,38.2,3.7,13.8,7.6
17997,94.2,4.9,8.1,9.7
17998,177,9.3,6.4,12.8
17999,283.6,42,66.2,25.5
18000,232.1,8.6,8.7,13.4
18001,230.1,37.8,69.2,22.1
18002,44.5,39.3,45.1,10.4
18003,17.2,45.9,69.3,9.3
18004,151.5,41.3,58.5,18.5
18005,180.8,10.8,58.4,12.9
18006,8.7,48.9,75,7.2
18007,57.5,32.8,23.5,11.8
18008,120.2,19.6,11.6,13.2
18009,8.6,2.1,1,4.8
18010,199.8,2.6,21.2,10.6
18011,66.1,5.8,24.2,8.6
18012,214.7,24,4,17.4
18013,23.8,35.1,65.9,9.2
18014,97.5,7.6,7.2,9.7
18015,204.1,32.9,46,19
18016,195.4,47.7,52.9,22.4
18017,67.8,36.6,114,12.5
18018,281.4,39.6,55.8,24.4
18019,69.2,20.5,18.3,11.3
18020,147.3,23.9,19.1,14.6
18021,218.4,27.7,53.4,18
18022,237.4,5.1,23.5,12.5
18023,13.2,15.9,49.6,5.6
18024,228.3,16.9,26.2,15.5
18025,62.3,12.6,18.3,9.7
18026,262.9,3.5,19.5,12
18027,142.9,29.3,12.6,15
18028,240.1,16.7,22.9,15.9
18029,248.8,27.1,22.9,18.9
18030,70.6,16,40.8,10.5
18031,292.9,28.3,43.2,21.4
18032,112.9,17.4,38.6,11.9
18033,97.2,1.5,30,9.6
18034,265.6,20,0.3,17.4
18035,95.7,1.4,7.4,9.5
18036,290.7,4.1,8.5,12.8
18037,266.9,43.8,5,25.4
18038,74.7,49.4,45.7,14.7
18039,43.1,26.7,35.1,10.1
18040,228,37.7,32,21.5
18041,202.5,22.3,31.6,16.6
18042,177,33.4,38.7,17.1
18043,293.6,27.7,1.8,20.7
18044,206.9,8.4,26.4,12.9
18045,25.1,25.7,43.3,8.5
18046,175.1,22.5,31.5,14.9
18047,89.7,9.9,35.7,10.6
18048,239.9,41.5,18.5,23.2
18049,227.2,15.8,49.9,14.8
18050,66.9,11.7,36.8,9.7
18051,199.8,3.1,34.6,11.4
18052,100.4,9.6,3.6,10.7
18053,216.4,41.7,39.6,22.6
18054,182.6,46.2,58.7,21.2
18055,262.7,28.8,15.9,20.2
18056,198.9,49.4,60,23.7
18057,7.3,28.1,41.4,5.5
18058,136.2,19.2,16.6,13.2
18059,210.8,49.6,37.7,23.8
18060,210.7,29.5,9.3,18.4
18061,53.5,2,21.4,8.1
18062,261.3,42.7,54.7,24.2
18063,239.3,15.5,27.3,15.7
18064,102.7,29.6,8.4,14
18065,131.1,42.8,28.9,18
18066,69,9.3,0.9,9.3
18067,31.5,24.6,2.2,9.5
18068,139.3,14.5,10.2,13.4
18069,237.4,27.5,11,18.9
18070,216.8,43.9,27.2,22.3
18071,199.1,30.6,38.7,18.3
18072,109.8,14.3,31.7,12.4
18073,26.8,33,19.3,8.8
18074,129.4,5.7,31.3,11
18075,213.4,24.6,13.1,17
18076,16.9,43.7,89.4,8.7
18077,27.5,1.6,20.7,6.9
18078,120.5,28.5,14.2,14.2
18079,5.4,29.9,9.4,5.3
18080,116,7.7,23.1,11
18081,76.4,26.7,22.3,11.8
18082,239.8,4.1,36.9,12.3
18083,75.3,20.3,32.5,11.3
18084,68.4,44.5,35.6,13.6
18085,213.5,43,33.8,21.7
18086,193.2,18.4,65.7,15.2
18087,76.3,27.5,16,12
18088,110.7,40.6,63.2,16
18089,88.3,25.5,73.4,12.9
18090,109.8,47.8,51.4,16.7
18091,134.3,4.9,9.3,11.2
18092,28.6,1.5,33,7.3
18093,217.7,33.5,59,19.4
18094,250.9,36.5,72.3,22.2
18095,107.4,14,10.9,11.5
18096,163.3,31.6,52.9,16.9
18097,197.6,3.5,5.9,11.7
18098,184.9,21,22,15.5
18099,289.7,42.3,51.2,25.4
18100,135.2,41.7,45.9,17.2
18101,222.4,4.3,49.8,11.7
18102,296.4,36.3,100.9,23.8
18103,280.2,10.1,21.4,14.8
18104,187.9,17.2,17.9,14.7
18105,238.2,34.3,5.3,20.7
18106,137.9,46.4,59,19.2
18107,25,11,29.7,7.2
18108,90.4,0.3,23.2,8.7
18109,13.1,0.4,25.6,5.3
18110,255.4,26.9,5.5,19.8
18111,225.8,8.2,56.5,13.4
18112,241.7,38,23.2,21.8
18113,175.7,15.4,2.4,14.1
18114,209.6,20.6,10.7,15.9
18115,78.2,46.8,34.5,14.6
18116,75.1,35,52.7,12.6
18117,139.2,14.3,25.6,12.2
18118,76.4,0.8,14.8,9.4
18119,125.7,36.9,79.2,15.9
18120,19.4,16,22.3,6.6
18121,141.3,26.8,46.2,15.5
18122,18.8,21.7,50.4,7
18123,224,2.4,15.6,11.6
18124,123.1,34.6,12.4,15.2
18125,229.5,32.3,74.2,19.7
18126,87.2,11.8,25.9,10.6
18127,7.8,38.9,50.6,6.6
18128,80.2,0,9.2,8.8
18129,220.3,49,3.2,24.7
18130,59.6,12,43.1,9.7
18131,0.7,39.6,8.7,1.6
18132,265.2,2.9,43,12.7
18133,8.4,27.2,2.1,5.7
18134,219.8,33.5,45.1,19.6
18135,36.9,38.6,65.6,10.8
18136,48.3,47,8.5,11.6
18137,25.6,39,9.3,9.5
18138,273.7,28.9,59.7,20.8
18139,43,25.9,20.5,9.6
18140,184.9,43.9,1.7,20.7
18141,73.4,17,12.9,10.9
18142,193.7,35.4,75.6,19.2
18143,220.5,33.2,37.9,20.1
18144,104.6,5.7,34.4,10.4
18145,96.2,14.8,38.9,11.4
18146,140.3,1.9,9,10.3
18147,240.1,7.3,8.7,13.2
18148,243.2,49,44.3,25.4
18149,38,40.3,11.9,10.9
18150,44.7,25.8,20.6,10.1
18151,280.7,13.9,37,16.1
18152,121,8.4,48.7,11.6
18153,197.6,23.3,14.2,16.6
18154,171.3,39.7,37.7,19
18155,187.8,21.1,9.5,15.6
18156,4.1,11.6,5.7,3.2
18157,93.9,43.5,50.5,15.3
18158,149.8,1.3,24.3,10.1
18159,11.7,36.9,45.2,7.3
18160,131.7,18.4,34.6,12.9
18161,172.5,18.1,30.7,14.4
18162,85.7,35.8,49.3,13.3
18163,188.4,18.1,25.6,14.9
18164,163.5,36.8,7.4,18
18165,117.2,14.7,5.4,11.9
18166,234.5,3.4,84.8,11.9
18167,17.9,37.6,21.6,8
18168,206.8,5.2,19.4,12.2
18169,215.4,23.6,57.6,17.1
18170,284.3,10.6,6.4,15
18171,50,11.6,18.4,8.4
18172,164.5,20.9,47.4,14.5
18173,19.6,20.1,17,7.6
18174,168.4,7.1,12.8,11.7
18175,222.4,3.4,13.1,11.5
18176,276.9,48.9,41.8,27
18177,248.4,30.2,20.3,20.2
18178,170.2,7.8,35.2,11.7
18179,276.7,2.3,23.7,11.8
18180,165.6,10,17.6,12.6
18181,156.6,2.6,8.3,10.5
18182,218.5,5.4,27.4,12.2
18183,56.2,5.7,29.7,8.7
18184,287.6,43,71.8,26.2
18185,253.8,21.3,30,17.6
18186,205,45.1,19.6,22.6
18187,139.5,2.1,26.6,10.3
18188,191.1,28.7,18.2,17.3
18189,286,13.9,3.7,15.9
18190,18.7,12.1,23.4,6.7
18191,39.5,41.1,5.8,10.8
18192,75.5,10.8,6,9.9
18193,17.2,4.1,31.6,5.9
18194,166.8,42,3.6,19.6
18195,149.7,35.6,6,17.3
18196,38.2,3.7,13.8,7.6
18197,94.2,4.9,8.1,9.7
18198,177,9.3,6.4,12.8
18199,283.6,42,66.2,25.5
18200,232.1,8.6,8.7,13.4
18201,230.1,37.8,69.2,22.1
18202,44.5,39.3,45.1,10.4
18203,17.2,45.9,69.3,9.3
18204,151.5,41.3,58.5,18.5
18205,180.8,10.8,58.4,12.9
18206,8.7,48.9,75,7.2
18207,57.5,32.8,23.5,11.8
18208,120.2,19.6,11.6,13.2
18209,8.6,2.1,1,4.8
18210,199.8,2.6,21.2,10.6
18211,66.1,5.8,24.2,8.6
18212,214.7,24,4,17.4
18213,23.8,35.1,65.9,9.2
18214,97.5,7.6,7.2,9.7
18215,204.1,32.9,46,19
18216,195.4,47.7,52.9,22.4
18217,67.8,36.6,114,12.5
18218,281.4,39.6,55.8,24.4
18219,69.2,20.5,18.3,11.3
18220,147.3,23.9,19.1,14.6
18221,218.4,27.7,53.4,18
18222,237.4,5.1,23.5,12.5
18223,13.2,15.9,49.6,5.6
18224,228.3,16.9,26.2,15.5
18225,62.3,12.6,18.3,9.7
18226,262.9,3.5,19.5,12
18227,142.9,29.3,12.6,15
18228,240.1,16.7,22.9,15.9
18229,248.8,27.1,22.9,18.9
18230,70.6,16,40.8,10.5
18231,292.9,28.3,43.2,21.4
18232,112.9,17.4,38.6,11.9
18233,97.2,1.5,30,9.6
18234,265.6,20,0.3,17.4
18235,95.7,1.4,7.4,9.5
18236,290.7,4.1,8.5,12.8
18237,266.9,43.8,5,25.4
18238,74.7,49.4,45.7,14.7
18239,43.1,26.7,35.1,10.1
18240,228,37.7,32,21.5
18241,202.5,22.3,31.6,16.6
18242,177,33.4,38.7,17.1
18243,293.6,27.7,1.8,20.7
18244,206.9,8.4,26.4,12.9
18245,25.1,25.7,43.3,8.5
18246,175.1,22.5,31.5,14.9
18247,89.7,9.9,35.7,10.6
18248,239.9,41.5,18.5,23.2
18249,227.2,15.8,49.9,14.8
18250,66.9,11.7,36.8,9.7
18251,199.8,3.1,34.6,11.4
18252,100.4,9.6,3.6,10.7
18253,216.4,41.7,39.6,22.6
18254,182.6,46.2,58.7,21.2
18255,262.7,28.8,15.9,20.2
18256,198.9,49.4,60,23.7
18257,7.3,28.1,41.4,5.5
18258,136.2,19.2,16.6,13.2
18259,210.8,49.6,37.7,23.8
18260,210.7,29.5,9.3,18.4
18261,53.5,2,21.4,8.1
18262,261.3,42.7,54.7,24.2
18263,239.3,15.5,27.3,15.7
18264,102.7,29.6,8.4,14
18265,131.1,42.8,28.9,18
18266,69,9.3,0.9,9.3
18267,31.5,24.6,2.2,9.5
18268,139.3,14.5,10.2,13.4
18269,237.4,27.5,11,18.9
18270,216.8,43.9,27.2,22.3
18271,199.1,30.6,38.7,18.3
18272,109.8,14.3,31.7,12.4
18273,26.8,33,19.3,8.8
18274,129.4,5.7,31.3,11
18275,213.4,24.6,13.1,17
18276,16.9,43.7,89.4,8.7
18277,27.5,1.6,20.7,6.9
18278,120.5,28.5,14.2,14.2
18279,5.4,29.9,9.4,5.3
18280,116,7.7,23.1,11
18281,76.4,26.7,22.3,11.8
18282,239.8,4.1,36.9,12.3
18283,75.3,20.3,32.5,11.3
18284,68.4,44.5,35.6,13.6
18285,213.5,43,33.8,21.7
18286,193.2,18.4,65.7,15.2
18287,76.3,27.5,16,12
18288,110.7,40.6,63.2,16
18289,88.3,25.5,73.4,12.9
18290,109.8,47.8,51.4,16.7
18291,134.3,4.9,9.3,11.2
18292,28.6,1.5,33,7.3
18293,217.7,33.5,59,19.4
18294,250.9,36.5,72.3,22.2
18295,107.4,14,10.9,11.5
18296,163.3,31.6,52.9,16.9
18297,197.6,3.5,5.9,11.7
18298,184.9,21,22,15.5
18299,289.7,42.3,51.2,25.4
18300,135.2,41.7,45.9,17.2
18301,222.4,4.3,49.8,11.7
18302,296.4,36.3,100.9,23.8
18303,280.2,10.1,21.4,14.8
18304,187.9,17.2,17.9,14.7
18305,238.2,34.3,5.3,20.7
18306,137.9,46.4,59,19.2
18307,25,11,29.7,7.2
18308,90.4,0.3,23.2,8.7
18309,13.1,0.4,25.6,5.3
18310,255.4,26.9,5.5,19.8
18311,225.8,8.2,56.5,13.4
18312,241.7,38,23.2,21.8
18313,175.7,15.4,2.4,14.1
18314,209.6,20.6,10.7,15.9
18315,78.2,46.8,34.5,14.6
18316,75.1,35,52.7,12.6
18317,139.2,14.3,25.6,12.2
18318,76.4,0.8,14.8,9.4
18319,125.7,36.9,79.2,15.9
18320,19.4,16,22.3,6.6
18321,141.3,26.8,46.2,15.5
18322,18.8,21.7,50.4,7
18323,224,2.4,15.6,11.6
18324,123.1,34.6,12.4,15.2
18325,229.5,32.3,74.2,19.7
18326,87.2,11.8,25.9,10.6
18327,7.8,38.9,50.6,6.6
18328,80.2,0,9.2,8.8
18329,220.3,49,3.2,24.7
18330,59.6,12,43.1,9.7
18331,0.7,39.6,8.7,1.6
18332,265.2,2.9,43,12.7
18333,8.4,27.2,2.1,5.7
18334,219.8,33.5,45.1,19.6
18335,36.9,38.6,65.6,10.8
18336,48.3,47,8.5,11.6
18337,25.6,39,9.3,9.5
18338,273.7,28.9,59.7,20.8
18339,43,25.9,20.5,9.6
18340,184.9,43.9,1.7,20.7
18341,73.4,17,12.9,10.9
18342,193.7,35.4,75.6,19.2
18343,220.5,33.2,37.9,20.1
18344,104.6,5.7,34.4,10.4
18345,96.2,14.8,38.9,11.4
18346,140.3,1.9,9,10.3
18347,240.1,7.3,8.7,13.2
18348,243.2,49,44.3,25.4
18349,38,40.3,11.9,10.9
18350,44.7,25.8,20.6,10.1
18351,280.7,13.9,37,16.1
18352,121,8.4,48.7,11.6
18353,197.6,23.3,14.2,16.6
18354,171.3,39.7,37.7,19
18355,187.8,21.1,9.5,15.6
18356,4.1,11.6,5.7,3.2
18357,93.9,43.5,50.5,15.3
18358,149.8,1.3,24.3,10.1
18359,11.7,36.9,45.2,7.3
18360,131.7,18.4,34.6,12.9
18361,172.5,18.1,30.7,14.4
18362,85.7,35.8,49.3,13.3
18363,188.4,18.1,25.6,14.9
18364,163.5,36.8,7.4,18
18365,117.2,14.7,5.4,11.9
18366,234.5,3.4,84.8,11.9
18367,17.9,37.6,21.6,8
18368,206.8,5.2,19.4,12.2
18369,215.4,23.6,57.6,17.1
18370,284.3,10.6,6.4,15
18371,50,11.6,18.4,8.4
18372,164.5,20.9,47.4,14.5
18373,19.6,20.1,17,7.6
18374,168.4,7.1,12.8,11.7
18375,222.4,3.4,13.1,11.5
18376,276.9,48.9,41.8,27
18377,248.4,30.2,20.3,20.2
18378,170.2,7.8,35.2,11.7
18379,276.7,2.3,23.7,11.8
18380,165.6,10,17.6,12.6
18381,156.6,2.6,8.3,10.5
18382,218.5,5.4,27.4,12.2
18383,56.2,5.7,29.7,8.7
18384,287.6,43,71.8,26.2
18385,253.8,21.3,30,17.6
18386,205,45.1,19.6,22.6
18387,139.5,2.1,26.6,10.3
18388,191.1,28.7,18.2,17.3
18389,286,13.9,3.7,15.9
18390,18.7,12.1,23.4,6.7
18391,39.5,41.1,5.8,10.8
18392,75.5,10.8,6,9.9
18393,17.2,4.1,31.6,5.9
18394,166.8,42,3.6,19.6
18395,149.7,35.6,6,17.3
18396,38.2,3.7,13.8,7.6
18397,94.2,4.9,8.1,9.7
18398,177,9.3,6.4,12.8
18399,283.6,42,66.2,25.5
18400,232.1,8.6,8.7,13.4
18401,230.1,37.8,69.2,22.1
18402,44.5,39.3,45.1,10.4
18403,17.2,45.9,69.3,9.3
18404,151.5,41.3,58.5,18.5
18405,180.8,10.8,58.4,12.9
18406,8.7,48.9,75,7.2
18407,57.5,32.8,23.5,11.8
18408,120.2,19.6,11.6,13.2
18409,8.6,2.1,1,4.8
18410,199.8,2.6,21.2,10.6
18411,66.1,5.8,24.2,8.6
18412,214.7,24,4,17.4
18413,23.8,35.1,65.9,9.2
18414,97.5,7.6,7.2,9.7
18415,204.1,32.9,46,19
18416,195.4,47.7,52.9,22.4
18417,67.8,36.6,114,12.5
18418,281.4,39.6,55.8,24.4
18419,69.2,20.5,18.3,11.3
18420,147.3,23.9,19.1,14.6
18421,218.4,27.7,53.4,18
18422,237.4,5.1,23.5,12.5
18423,13.2,15.9,49.6,5.6
18424,228.3,16.9,26.2,15.5
18425,62.3,12.6,18.3,9.7
18426,262.9,3.5,19.5,12
18427,142.9,29.3,12.6,15
18428,240.1,16.7,22.9,15.9
18429,248.8,27.1,22.9,18.9
18430,70.6,16,40.8,10.5
18431,292.9,28.3,43.2,21.4
18432,112.9,17.4,38.6,11.9
18433,97.2,1.5,30,9.6
18434,265.6,20,0.3,17.4
18435,95.7,1.4,7.4,9.5
18436,290.7,4.1,8.5,12.8
18437,266.9,43.8,5,25.4
18438,74.7,49.4,45.7,14.7
18439,43.1,26.7,35.1,10.1
18440,228,37.7,32,21.5
18441,202.5,22.3,31.6,16.6
18442,177,33.4,38.7,17.1
18443,293.6,27.7,1.8,20.7
18444,206.9,8.4,26.4,12.9
18445,25.1,25.7,43.3,8.5
18446,175.1,22.5,31.5,14.9
18447,89.7,9.9,35.7,10.6
18448,239.9,41.5,18.5,23.2
18449,227.2,15.8,49.9,14.8
18450,66.9,11.7,36.8,9.7
18451,199.8,3.1,34.6,11.4
18452,100.4,9.6,3.6,10.7
18453,216.4,41.7,39.6,22.6
18454,182.6,46.2,58.7,21.2
18455,262.7,28.8,15.9,20.2
18456,198.9,49.4,60,23.7
18457,7.3,28.1,41.4,5.5
18458,136.2,19.2,16.6,13.2
18459,210.8,49.6,37.7,23.8
18460,210.7,29.5,9.3,18.4
18461,53.5,2,21.4,8.1
18462,261.3,42.7,54.7,24.2
18463,239.3,15.5,27.3,15.7
18464,102.7,29.6,8.4,14
18465,131.1,42.8,28.9,18
18466,69,9.3,0.9,9.3
18467,31.5,24.6,2.2,9.5
18468,139.3,14.5,10.2,13.4
18469,237.4,27.5,11,18.9
18470,216.8,43.9,27.2,22.3
18471,199.1,30.6,38.7,18.3
18472,109.8,14.3,31.7,12.4
18473,26.8,33,19.3,8.8
18474,129.4,5.7,31.3,11
18475,213.4,24.6,13.1,17
18476,16.9,43.7,89.4,8.7
18477,27.5,1.6,20.7,6.9
18478,120.5,28.5,14.2,14.2
18479,5.4,29.9,9.4,5.3
18480,116,7.7,23.1,11
18481,76.4,26.7,22.3,11.8
18482,239.8,4.1,36.9,12.3
18483,75.3,20.3,32.5,11.3
18484,68.4,44.5,35.6,13.6
18485,213.5,43,33.8,21.7
18486,193.2,18.4,65.7,15.2
18487,76.3,27.5,16,12
18488,110.7,40.6,63.2,16
18489,88.3,25.5,73.4,12.9
18490,109.8,47.8,51.4,16.7
18491,134.3,4.9,9.3,11.2
18492,28.6,1.5,33,7.3
18493,217.7,33.5,59,19.4
18494,250.9,36.5,72.3,22.2
18495,107.4,14,10.9,11.5
18496,163.3,31.6,52.9,16.9
18497,197.6,3.5,5.9,11.7
18498,184.9,21,22,15.5
18499,289.7,42.3,51.2,25.4
18500,135.2,41.7,45.9,17.2
18501,222.4,4.3,49.8,11.7
18502,296.4,36.3,100.9,23.8
18503,280.2,10.1,21.4,14.8
18504,187.9,17.2,17.9,14.7
18505,238.2,34.3,5.3,20.7
18506,137.9,46.4,59,19.2
18507,25,11,29.7,7.2
18508,90.4,0.3,23.2,8.7
18509,13.1,0.4,25.6,5.3
18510,255.4,26.9,5.5,19.8
18511,225.8,8.2,56.5,13.4
18512,241.7,38,23.2,21.8
18513,175.7,15.4,2.4,14.1
18514,209.6,20.6,10.7,15.9
18515,78.2,46.8,34.5,14.6
18516,75.1,35,52.7,12.6
18517,139.2,14.3,25.6,12.2
18518,76.4,0.8,14.8,9.4
18519,125.7,36.9,79.2,15.9
18520,19.4,16,22.3,6.6
18521,141.3,26.8,46.2,15.5
18522,18.8,21.7,50.4,7
18523,224,2.4,15.6,11.6
18524,123.1,34.6,12.4,15.2
18525,229.5,32.3,74.2,19.7
18526,87.2,11.8,25.9,10.6
18527,7.8,38.9,50.6,6.6
18528,80.2,0,9.2,8.8
18529,220.3,49,3.2,24.7
18530,59.6,12,43.1,9.7
18531,0.7,39.6,8.7,1.6
18532,265.2,2.9,43,12.7
18533,8.4,27.2,2.1,5.7
18534,219.8,33.5,45.1,19.6
18535,36.9,38.6,65.6,10.8
18536,48.3,47,8.5,11.6
18537,25.6,39,9.3,9.5
18538,273.7,28.9,59.7,20.8
18539,43,25.9,20.5,9.6
18540,184.9,43.9,1.7,20.7
18541,73.4,17,12.9,10.9
18542,193.7,35.4,75.6,19.2
18543,220.5,33.2,37.9,20.1
18544,104.6,5.7,34.4,10.4
18545,96.2,14.8,38.9,11.4
18546,140.3,1.9,9,10.3
18547,240.1,7.3,8.7,13.2
18548,243.2,49,44.3,25.4
18549,38,40.3,11.9,10.9
18550,44.7,25.8,20.6,10.1
18551,280.7,13.9,37,16.1
18552,121,8.4,48.7,11.6
18553,197.6,23.3,14.2,16.6
18554,171.3,39.7,37.7,19
18555,187.8,21.1,9.5,15.6
18556,4.1,11.6,5.7,3.2
18557,93.9,43.5,50.5,15.3
18558,149.8,1.3,24.3,10.1
18559,11.7,36.9,45.2,7.3
18560,131.7,18.4,34.6,12.9
18561,172.5,18.1,30.7,14.4
18562,85.7,35.8,49.3,13.3
18563,188.4,18.1,25.6,14.9
18564,163.5,36.8,7.4,18
18565,117.2,14.7,5.4,11.9
18566,234.5,3.4,84.8,11.9
18567,17.9,37.6,21.6,8
18568,206.8,5.2,19.4,12.2
18569,215.4,23.6,57.6,17.1
18570,284.3,10.6,6.4,15
18571,50,11.6,18.4,8.4
18572,164.5,20.9,47.4,14.5
18573,19.6,20.1,17,7.6
18574,168.4,7.1,12.8,11.7
18575,222.4,3.4,13.1,11.5
18576,276.9,48.9,41.8,27
18577,248.4,30.2,20.3,20.2
18578,170.2,7.8,35.2,11.7
18579,276.7,2.3,23.7,11.8
18580,165.6,10,17.6,12.6
18581,156.6,2.6,8.3,10.5
18582,218.5,5.4,27.4,12.2
18583,56.2,5.7,29.7,8.7
18584,287.6,43,71.8,26.2
18585,253.8,21.3,30,17.6
18586,205,45.1,19.6,22.6
18587,139.5,2.1,26.6,10.3
18588,191.1,28.7,18.2,17.3
18589,286,13.9,3.7,15.9
18590,18.7,12.1,23.4,6.7
18591,39.5,41.1,5.8,10.8
18592,75.5,10.8,6,9.9
18593,17.2,4.1,31.6,5.9
18594,166.8,42,3.6,19.6
18595,149.7,35.6,6,17.3
18596,38.2,3.7,13.8,7.6
18597,94.2,4.9,8.1,9.7
18598,177,9.3,6.4,12.8
18599,283.6,42,66.2,25.5
18600,232.1,8.6,8.7,13.4
18601,230.1,37.8,69.2,22.1
18602,44.5,39.3,45.1,10.4
18603,17.2,45.9,69.3,9.3
18604,151.5,41.3,58.5,18.5
18605,180.8,10.8,58.4,12.9
18606,8.7,48.9,75,7.2
18607,57.5,32.8,23.5,11.8
18608,120.2,19.6,11.6,13.2
18609,8.6,2.1,1,4.8
18610,199.8,2.6,21.2,10.6
18611,66.1,5.8,24.2,8.6
18612,214.7,24,4,17.4
18613,23.8,35.1,65.9,9.2
18614,97.5,7.6,7.2,9.7
18615,204.1,32.9,46,19
18616,195.4,47.7,52.9,22.4
18617,67.8,36.6,114,12.5
18618,281.4,39.6,55.8,24.4
18619,69.2,20.5,18.3,11.3
18620,147.3,23.9,19.1,14.6
18621,218.4,27.7,53.4,18
18622,237.4,5.1,23.5,12.5
18623,13.2,15.9,49.6,5.6
18624,228.3,16.9,26.2,15.5
18625,62.3,12.6,18.3,9.7
18626,262.9,3.5,19.5,12
18627,142.9,29.3,12.6,15
18628,240.1,16.7,22.9,15.9
18629,248.8,27.1,22.9,18.9
18630,70.6,16,40.8,10.5
18631,292.9,28.3,43.2,21.4
18632,112.9,17.4,38.6,11.9
18633,97.2,1.5,30,9.6
